"","flow","speed"
"1092",1991.415359,57.5
"1093",1639.989119,55.3
"1094",1815.702239,58.7
"1095",1581.418079,56.3
"1096",1581.418079,58.1
"1097",1698.560159,50
"1098",819.994559,48.6
"1099",1757.131199,52.1
"1100",1347.133919,52.3
"1101",1522.847039,52.4
"1102",1757.131199,57.6
"1103",1054.278719,59.9
"1104",1405.704959,58.4
"1105",1288.562879,60.4
"1106",1112.849759,59.4
"1107",1054.278719,57.9
"1108",1639.989119,55.3
"1109",1698.560159,56.3
"1110",1581.418079,56.9
"1111",1991.415359,52.6
"1112",1581.418079,51.1
"1113",1054.278719,60.9
"1114",1639.989119,54.5
"1115",1932.844319,57.3
"1116",1815.702239,55.6
"1117",1522.847039,60.8
"1118",1229.991839,55.3
"1119",1464.275999,53.4
"1120",2049.986399,54.1
"1121",1874.273279,58.7
"1122",1522.847039,57.4
"1123",1639.989119,58.8
"1124",1639.989119,59.1
"1125",1639.989119,56.4
"1126",1405.704959,57.7
"1127",1288.562879,60.6
"1128",1522.847039,54.5
"1129",1171.420799,56.6
"1130",1522.847039,56.4
"1131",1991.415359,60.8
"1132",1112.849759,60.4
"1133",1171.420799,53
"1134",2108.557439,55.6
"1135",1698.560159,56.4
"1136",937.136639,57.3
"1137",1171.420799,55
"1138",878.565599,21.1
"1139",1288.562879,55.3
"1140",1581.418079,57.1
"1141",937.136639,57.9
"1142",1639.989119,55.4
"1143",1288.562879,55.8
"1144",1464.275999,58.8
"1145",1405.704959,56.4
"1146",1698.560159,58.4
"1147",1229.991839,50.5
"1148",1874.273279,59
"1149",1112.849759,60.1
"1150",1874.273279,52.9
"1151",1229.991839,51.8
"1152",1464.275999,61
"1153",1581.418079,58.1
"1154",1522.847039,54.5
"1155",819.994559,56.8
"1156",1932.844319,55.9
"1157",1581.418079,59.4
"1158",819.994559,60.2
"1159",1347.133919,56.6
"1160",819.994559,57.3
"1161",819.994559,55.2
"1162",1639.989119,54.9
"1163",1581.418079,57.7
"1164",1464.275999,57.4
"1165",1464.275999,56.4
"1166",1171.420799,62.9
"1167",1405.704959,56.1
"1168",819.994559,59.5
"1169",878.565599,55.8
"1170",1522.847039,56.8
"1171",1815.702239,51.1
"1172",1874.273279,52.5
"1173",1171.420799,56.1
"1174",1171.420799,57.6
"1175",1229.991839,58.9
"1176",1288.562879,60.9
"1177",1288.562879,60.6
"1178",1288.562879,55.7
"1179",995.707679,61.6
"1180",819.994559,56.1
"1181",1171.420799,58
"1182",1405.704959,55.6
"1183",1229.991839,58.9
"1184",1347.133919,56.6
"1185",2108.557439,55.2
"1186",1698.560159,56.4
"1187",1639.989119,56.6
"1188",1522.847039,54
"1189",1288.562879,51.5
"1190",1639.989119,57.8
"1191",878.565599,57.6
"1192",1405.704959,58.4
"1193",937.136639,57.4
"1194",1698.560159,58.4
"1195",1112.849759,56.7
"1196",1112.849759,51.5
"1197",1288.562879,58.9
"1198",1347.133919,59.9
"1199",1991.415359,59.9
"1200",1288.562879,59.7
"1201",995.707679,57.9
"1202",1288.562879,56.2
"1203",878.565599,61.4
"1204",1464.275999,61.2
"1205",1815.702239,53.2
"1206",1405.704959,54.9
"1207",1581.418079,57.2
"1208",1288.562879,56.8
"1209",1464.275999,51.7
"1210",878.565599,56.1
"1211",937.136639,55.6
"1212",1581.418079,56.6
"1213",1054.278719,60.6
"1214",819.994559,63.8
"1215",1464.275999,59.1
"1216",1112.849759,57.9
"1217",1932.844319,56
"1218",1464.275999,57.2
"1219",1347.133919,59.4
"1220",585.7104,62
"1221",1464.275999,58
"1222",1288.562879,54.9
"1223",1054.278719,55.5
"1224",1054.278719,54.5
"1225",1464.275999,59.9
"1226",1405.704959,54.5
"1227",1288.562879,58.4
"1228",995.707679,56.1
"1229",1405.704959,62.1
"1230",1347.133919,57.3
"1231",1347.133919,60.1
"1232",1405.704959,59.6
"1233",1288.562879,58.4
"1234",1229.991839,60.3
"1235",1464.275999,58
"1236",1464.275999,63.8
"1237",1171.420799,58
"1238",1522.847039,59.5
"1239",878.565599,60.1
"1240",761.423519,56
"1241",1288.562879,58.9
"1242",1054.278719,57.4
"1243",1522.847039,57.4
"1244",1581.418079,58.4
"1245",937.136639,59
"1246",1405.704959,54.5
"1247",1464.275999,59.1
"1248",702.85248,58.4
"1249",702.85248,57.4
"1250",1288.562879,52.8
"1251",819.994559,58.4
"1252",1347.133919,57.1
"1253",1171.420799,58.9
"1254",1932.844319,55.2
"1255",1405.704959,55.8
"1256",1522.847039,50.3
"1257",702.85248,58.4
"1258",1405.704959,54.2
"1259",527.13936,49.1
"1260",1405.704959,54.9
"1261",1522.847039,59.5
"1262",1112.849759,60.1
"1263",1347.133919,57.6
"1264",937.136639,59
"1265",1932.844319,50.2
"1266",1229.991839,59.7
"1267",1054.278719,59.5
"1268",1171.420799,51.1
"1269",937.136639,54
"1270",1171.420799,55.9
"1271",1112.849759,53.4
"1272",878.565599,61.6
"1273",1229.991839,53.7
"1274",1288.562879,56
"1275",1347.133919,52
"1276",819.994559,59.9
"1277",1405.704959,56
"1278",585.7104,60.6
"1279",761.423519,46
"1280",1464.275999,50.6
"1281",1522.847039,56.1
"1282",1757.131199,57.8
"1283",819.994559,62.9
"1284",995.707679,55.3
"1285",819.994559,56.8
"1286",1522.847039,57
"1287",995.707679,60.2
"1288",1054.278719,55.9
"1289",937.136639,58.4
"1290",1581.418079,59.2
"1291",1347.133919,58.8
"1292",644.28144,58.4
"1293",1347.133919,56.6
"1294",527.13936,57.4
"1295",1054.278719,60.1
"1296",1522.847039,60.4
"1297",995.707679,55
"1298",937.136639,59
"1299",937.136639,48.1
"1300",1288.562879,61.1
"1301",819.994559,62.9
"1302",1171.420799,55.6
"1303",1229.991839,61.9
"1304",1288.562879,59.4
"1305",761.423519,58.4
"1306",937.136639,61.6
"1307",1054.278719,57.9
"1308",1054.278719,59
"1309",1522.847039,55.2
"1310",1112.849759,59.9
"1311",995.707679,58.4
"1312",1112.849759,54
"1313",761.423519,59.3
"1314",1464.275999,57.7
"1315",937.136639,59.3
"1316",1171.420799,59.5
"1317",937.136639,62.1
"1318",1112.849759,60.9
