"","flow","speed"
"1099",1768.845407,55.7
"1100",1229.991839,51.9
"1101",1311.991295,56.4
"1102",1780.559615,60.3
"1103",1499.418623,61.1
"1104",1171.420799,59.5
"1105",866.851391,59.4
"1106",1030.850303,60.2
"1107",1511.132831,59.9
"1108",1675.131743,55.1
"1109",1405.704959,59.6
"1110",1733.702783,60.2
"1111",1440.847583,54.8
"1112",1429.133375,57
"1113",972.279263,64.7
"1114",1147.992383,59.4
"1115",1464.275999,59.1
"1116",1218.277631,59.1
"1117",1405.704959,60.5
"1118",1253.420255,59.7
"1119",1944.558527,55.1
"1120",1358.848127,48.7
"1121",1534.561247,61
"1122",1265.134463,61
"1123",1382.276543,59.2
"1124",1089.421343,62.1
"1125",1393.990751,59.9
"1126",1194.849215,60.7
"1127",1405.704959,60
"1128",1382.276543,57.2
"1129",983.993471,60.4
"1130",925.422431,59.1
"1131",1417.419167,63.3
"1132",878.565599,59.5
"1133",1323.705503,59.5
"1134",1417.419167,57.6
"1135",1440.847583,59.7
"1136",878.565599,59.3
"1137",1300.277087,57.8
"1138",1206.563423,48.2
"1139",925.422431,56.7
"1140",1253.420255,59.3
"1141",1171.420799,61.6
"1142",1183.135007,58.3
"1143",1147.992383,59.3
"1144",1124.563967,59.3
"1145",1112.849759,59
"1146",1323.705503,59.5
"1147",1101.135551,58
"1148",1159.706591,60.8
"1149",1124.563967,61.9
"1150",1370.562335,58.9
"1151",925.422431,57.8
"1152",1206.563423,63.5
"1153",1265.134463,59.6
"1154",1194.849215,57.6
"1155",1206.563423,59.8
"1156",1183.135007,58.5
"1157",1218.277631,60.8
"1158",913.708223,60.5
"1159",948.850847,58.6
"1160",1253.420255,55.5
"1161",937.136639,62
"1162",1487.704415,58.7
"1163",1464.275999,59.6
"1164",1159.706591,59.3
"1165",1265.134463,57.5
"1166",972.279263,62.9
"1167",1124.563967,59.3
"1168",913.708223,60.7
"1169",819.994559,60.9
"1170",1311.991295,59.8
"1171",1241.706047,54.7
"1172",1229.991839,58.1
"1173",1065.992927,58.7
"1174",1288.562879,57.6
"1175",1183.135007,61
"1176",1206.563423,62.7
"1177",901.994015,62.2
"1178",1288.562879,61
"1179",1241.706047,62.4
"1180",796.566143,62.2
"1181",1054.278719,62.7
"1182",1019.136095,56.1
"1183",1007.421887,57.6
"1184",1019.136095,54.6
"1185",1358.848127,59.4
"1186",1323.705503,57.7
"1187",1300.277087,59.8
"1188",1265.134463,57.3
"1189",1077.707135,56.7
"1190",1206.563423,60
"1191",937.136639,57.5
"1192",1007.421887,59.4
"1193",995.707679,55.2
"1194",1311.991295,61.4
"1195",1229.991839,57.8
"1196",972.279263,58.3
"1197",1323.705503,62
"1198",925.422431,61.7
"1199",1194.849215,61.1
"1200",831.708767,58.9
"1201",855.137183,62
"1202",1276.848671,58.6
"1203",901.994015,65.3
"1204",1019.136095,62.3
"1205",1112.849759,57.3
"1206",1276.848671,57.9
"1207",1229.991839,59.3
"1208",1171.420799,62.1
"1209",1183.135007,54
"1210",1112.849759,61.2
"1211",1101.135551,60.5
"1212",1206.563423,59.1
"1213",737.995103,61.6
"1214",878.565599,59.2
"1215",972.279263,61.9
"1216",749.709311,59.3
"1217",1417.419167,59.8
"1218",1265.134463,59.8
"1219",831.708767,59.9
"1220",585.7104,60.7
"1221",1077.707135,58.6
"1222",1124.563967,59.7
"1223",948.850847,59.6
"1224",1288.562879,60.9
"1225",983.993471,60.7
"1226",1393.990751,55.8
"1227",1101.135551,61.3
"1228",773.137727,57.7
"1229",1054.278719,64.2
"1230",1124.563967,61
"1231",702.85248,62
"1232",1019.136095,61.3
"1233",1042.564511,60.5
"1234",655.995648,61.6
"1235",1159.706591,61.3
"1236",925.422431,61.8
"1237",808.280351,60.7
"1238",972.279263,60
"1239",1112.849759,60.4
"1240",972.279263,62.5
"1241",983.993471,62
"1242",972.279263,60.1
"1243",819.994559,60.3
"1244",948.850847,59.6
"1245",1112.849759,64.1
"1246",1065.992927,58.7
"1247",866.851391,61.1
"1248",527.13936,57.6
"1249",784.851935,61.6
"1250",1311.991295,56
"1251",995.707679,56.2
"1252",972.279263,57.3
"1253",1030.850303,60.4
"1254",1265.134463,58.9
"1255",1019.136095,58.2
"1256",1042.564511,57.1
"1257",398.283072,56.7
"1258",1077.707135,55.6
"1259",831.708767,58.6
"1260",1030.850303,55.9
"1261",1030.850303,59.3
"1262",948.850847,62.7
"1263",855.137183,58.5
"1264",925.422431,61.1
"1265",1300.277087,55.3
"1266",691.138272,60.9
"1267",901.994015,61.5
"1268",1159.706591,56.8
"1269",691.138272,59.2
"1270",995.707679,59.6
"1271",866.851391,59.6
"1272",655.995648,62.7
"1273",983.993471,56.7
"1274",1042.564511,61.2
"1275",843.422975,56.6
"1276",585.7104,59.3
"1277",1019.136095,56.3
"1278",761.423519,61.3
"1279",1007.421887,54
"1280",1089.421343,55.2
"1281",1065.992927,57.2
"1282",667.709856,57
"1283",538.853568,62.9
"1284",937.136639,56.7
"1285",878.565599,62.4
"1286",808.280351,58.2
"1287",691.138272,61.9
"1288",679.424064,57.6
"1289",866.851391,59.3
"1290",1019.136095,59
"1291",855.137183,60.4
"1292",609.138816,59.5
"1293",913.708223,59.7
"1294",585.7104,62
"1295",901.994015,60.4
"1296",1042.564511,60.5
"1297",843.422975,57.2
"1298",913.708223,60.8
"1299",691.138272,57
"1300",972.279263,61.3
"1301",702.85248,62
"1302",1019.136095,58.8
"1303",1147.992383,61.5
"1304",773.137727,60
"1305",855.137183,62
"1306",831.708767,62
"1307",1019.136095,60.9
"1308",667.709856,60
"1309",1136.278175,60.3
"1310",667.709856,60.7
"1311",901.994015,61.8
"1312",726.280896,58
"1313",445.139904,60.9
"1314",784.851935,59.8
"1315",609.138816,61
"1316",585.7104,61.7
"1317",819.994559,62.9
"1318",878.565599,60.5
